Timestamp,Equity,Cash,PositionShares,Signal
2026-03-18 14:44:00,9727.1578,9727.1578,0,HOLD
2026-03-18 14:45:00,9727.1578,9727.1578,0,HOLD
2026-03-18 14:46:00,9727.1578,9727.1578,0,HOLD
2026-03-18 14:47:00,9727.1578,9727.1578,0,HOLD
2026-03-18 14:48:00,9727.1578,9727.1578,0,HOLD
2026-03-18 14:49:00,9727.1578,9727.1578,0,HOLD
2026-03-18 14:50:00,9727.1578,9727.1578,0,HOLD
2026-03-18 14:51:00,9727.1578,579.2567,69,BUY
2026-03-18 14:52:00,9762.5006,579.2567,69,HOLD
2026-03-18 14:53:00,9765.5795,579.2567,69,HOLD
2026-03-18 14:54:00,9815.2604,579.2567,69,HOLD
2026-03-18 14:55:00,9809.9098,579.2567,69,HOLD
2026-03-18 14:56:00,9775.722,579.2567,69,BUY
2026-03-18 14:57:00,9770.2844,579.2567,69,HOLD
2026-03-18 14:58:00,9782.9109,579.2567,69,HOLD
2026-03-18 14:59:00,9785.5548,579.2567,69,HOLD
2026-03-18 15:00:00,9797.3333,579.2567,69,HOLD
2026-03-18 15:01:00,9798.2506,579.2567,69,HOLD
2026-03-18 15:02:00,9821.343,579.2567,69,HOLD
2026-03-18 15:03:00,9868.0088,579.2567,69,HOLD
2026-03-18 15:04:00,9869.2442,579.2567,69,HOLD
2026-03-18 15:05:00,9861.9795,579.2567,69,BUY
2026-03-18 15:06:00,9811.201,579.2567,69,HOLD
2026-03-18 15:07:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:08:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:09:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:10:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:11:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:12:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:13:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:14:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:15:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:16:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:17:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:18:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:19:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:20:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:21:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:22:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:23:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:24:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:25:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:26:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:27:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:28:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:29:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:30:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:31:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:32:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:33:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:34:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:35:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:36:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:37:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:38:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:39:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:40:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:41:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:42:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:43:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:44:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:45:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:46:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:47:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:48:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:49:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:50:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:51:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:52:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:53:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:54:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:55:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:56:00,9768.0973,9768.0973,0,HOLD
2026-03-18 15:57:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:58:00,9768.0973,9768.0973,0,EXIT
2026-03-18 15:59:00,9768.0973,9768.0973,0,EXIT
2026-03-19 09:30:00,9768.0973,9768.0973,0,EXIT
2026-03-19 09:31:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:32:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:33:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:34:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:35:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:36:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:37:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:38:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:39:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:40:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:41:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:42:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:43:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:44:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:45:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:46:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:47:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:48:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:49:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:50:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:51:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:52:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:53:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:54:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:55:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:56:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:57:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:58:00,9768.0973,9768.0973,0,HOLD
2026-03-19 09:59:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:00:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:01:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:02:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:03:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:04:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:05:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:06:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:07:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:08:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:09:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:10:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:11:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:12:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:13:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:14:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:15:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:16:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:17:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:18:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:19:00,9768.0973,9768.0973,0,HOLD
2026-03-19 10:20:00,9768.0973,505.0003,66,BUY
2026-03-19 10:21:00,9774.7414,505.0003,66,HOLD
2026-03-19 10:22:00,9788.9999,505.0003,66,HOLD
2026-03-19 10:23:00,9837.263,505.0003,66,HOLD
2026-03-19 10:24:00,9807.9926,505.0003,66,HOLD
2026-03-19 10:25:00,9834.986,505.0003,66,HOLD
2026-03-19 10:26:00,9793.9385,505.0003,66,HOLD
2026-03-19 10:27:00,9817.5849,505.0003,66,HOLD
2026-03-19 10:28:00,9826.0885,505.0003,66,HOLD
